year,event_rank,event_text,source_url,source_element_index
2000,11,"""He's (Mike Hampton of the New York Mets) been pitching that way all year (2000). We just haven't scored enough runs for him."" - Robin Ventura",https://www.baseball-almanac.com/yearly/yr2000n.shtml,72
2000,14,"On March 29, 2000, the Chicago Cubs and New York Mets opened the season in the first regular season game ever played outside of North America.",https://www.baseball-almanac.com/yearly/yr2000n.shtml,78
2000,15,"On March 30, 2000, the Chicago Cubs and New York Mets matched up again and the first ever regular season extra-inning game was played outside of North America.",https://www.baseball-almanac.com/yearly/yr2000n.shtml,79
2001,1,"For the second time in the nation's history, a president's son followed in his father's footsteps as George W. Bush (Jr.) was sworn in as the United States 43rd leader.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,59
2001,2,"The New York Yankees weren't the only baseball team from the Bronx that played well in 2001, only to come up short in the end. The Little League team from the South Bronx stole the show at the Little League World Series in Williamsport, Pennsylvania, but was later disqualified after it was discovered that star pitcher Danny Almonte was actually a fifteen year-old ringer.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,61
2001,3,"Baltimore Orioles icon ""Iron Man"" Cal Ripken re-enacted the final scene from ""The Natural"" with a dramatic home run blast in the third inning off of Chan Ho Park during his final All-Star Game appearance.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,62
2001,4,"The New York Yankees' Mike Mussina comes within one batter of perfection, but Carl Everett's two-out, ninth-inning single spoiled the Moose's bid for a perfect game. In the end, the right-handed veteran finished with a one-hitter and the Yankees swept the Boston Red Sox at Fenway.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,64
2001,5,"Barry Bonds of the Giants broke St. Louis Cardinals' slugger Mark McGwire's single-season home run record. Before an ecstatic throng at San Francisco's Pac Bell Park, the Hall-of-Fame-bound outfielder took Chan Ho Park deep for No. 71. He would later go on to reset the record at seventy-three.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,66
2001,6,"In one of the most exciting editions of the World Series, the adolescent Arizona Diamondbacks beat the 3x defending champion New York Yankees after Luis Gonzalez lined a Series-winning single off closer Mariano Rivera in the ninth inning of Game 7.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,67
2001,7,The 1-2 pitching combination of Arizona Diamondbacks Curt Schilling and Randy Johnson results in the first World Series Co-Most Valuable Players.,https://www.baseball-almanac.com/yearly/yr2001n.shtml,69
2001,8,The 2001 season ended bittersweet as fans say goodbye to two future hall-of-famers in Tony Gwynn of the San Diego Padres and Cal Ripken Jr. of the Baltimore Orioles.,https://www.baseball-almanac.com/yearly/yr2001n.shtml,70
2001,9,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr2001n.shtml,73
2001,10,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr2001n.shtml,74
2001,11,"The Chicago Cubs began playing National League baseball in 1876 and this particular pitching staff set the franchise record for most strikeouts during a single season with 1,344.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,78
2001,12,"On October 4, 1999, the Cincinnati Reds were shutout 5-to-0 by the New York Mets in a one game playoff that cost them a postseason berth. The Reds were not shutout again, for a National League record 208 games, until May 24, 2001 when the Chicago Cubs beat them 3-to-0 behind a 1 hit / 1 walk Jon Leiber gem.",https://www.baseball-almanac.com/yearly/yr2001n.shtml,79
2001,9,"""The amazing thing about baseball is that no matter how many games you win, unless you win a World Series, you're going to feel disappointment."" - Seattle Mariners Manager Lou Piniella",https://www.baseball-almanac.com/yearly/yr2001a.shtml,72
2001,10,← 2000 | 2001 Hitting Statistics League Leaders | 2002 →,https://www.baseball-almanac.com/yearly/yr2001a.shtml,73
2001,11,← 2000 | 2001 Pitching Statistics League Leaders | 2002 →,https://www.baseball-almanac.com/yearly/yr2001a.shtml,74
2001,14,The 2001 Seattle Mariners set several records this season including most wins by any American League team during a season and they tied the Major League record for most wins by any team during a single season!,https://www.baseball-almanac.com/yearly/yr2001a.shtml,78
2001,15,"Did you know that in 2001 Corey Koskie of the Minnesota Twins became the first American League third baseman with at least 20 home runs, 100 runs batted in, and 20 stolen bases during the same season?",https://www.baseball-almanac.com/yearly/yr2001a.shtml,79
2001,16,"Trivia alert: Name the only three pitchers in Major League history with 20 win seasons in three separate decades. The answer is Bob Feller, Warren Spahn and their newest member Roger Clemens!",https://www.baseball-almanac.com/yearly/yr2001a.shtml,80
2002,1,"Big business took the witness stand in 2002 as Enron, WorldCom and Xerox were all exposed in major accounting scandals. The total cost of corporate fraud in the United States was estimated at more than five trillion dollars, coming in plunging stocks, loss of investments and tax revenue.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,59
2002,2,"On September 11, tributes around the nation showcased American emotion and patriotic pride on the one-year anniversary of the terrorist attacks on the United States. Major League Baseball held special opening ceremonies in every ballpark operating that day.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,61
2002,3,"From August 13th to September 4th, Most Valuable Player Miguel Tejada and the Oakland Athletics set an American League record of twenty straight wins.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,63
2002,4,"Seattle's Mike Cameron hit four homers in Comiskey Park on May 2nd, becoming the first Major Leaguer in nine years (Mark Whiten, 1993) to manage the feat. He was outdone twenty-one days later in Milwaukee as the Los Angeles Dodgers' Shawn Green totaled a six-for-six, nineteen total base spectacle and finished the week with nine home runs of his own.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,64
2002,5,Barry Bonds continued to chase Babe Ruth as the most dominant player in MLB history. The San Francisco Giants outfielder tallied his 600th home run off the Pittsburgh Pirates' Kip Wells on August 9th and won his first batting title (.370) before falling to the Anaheim Angels in Game 7 of the World Series.,https://www.baseball-almanac.com/yearly/yr2002a.shtml,65
2002,6,"The Arizona Diamondbacks continued to dominate on the mound as Randy Johnson and Curt Schilling went 47-12 and ranked 1-2 in the Majors with a combined total of six-hundred fifty strikeouts. The lethal 1-2 combination also boasted thirteen complete games, more than any other big-league team.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,66
2002,7,"No one demonstrated more resolve than the Cardinals, who experienced the untimely deaths of longtime announcer Jack Buck and pitcher Darryl Kile. The team, though mourning, went on to dominate the National League Central dedicating the season in the memory of their departed comrades.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,67
2002,8,"Major League owners and players, inevitably heading toward a ninth play stoppage over labor issues, reached accord virtually minutes before the first feared cancellation. It was the first time a new Collective Bargaining Agreement was struck without the loss of a single inning.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,68
2002,9,"For only the second time in the History of the Midsummer Classic, the 2002 All-Star Game was called at a 7-7 tie after eleven innings due to both teams running out of available pitchers.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,69
2002,10,"The West was the best as six of the nine West Division teams won ninety-two-plus games (more teams than the other four divisions combined) and West players dominated the individual awards including the Cy Young, Most Valuable Player and eight of the nine American League Gold Gloves.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,70
2002,11,"""The goal is to win it again. That's all we're here to do. People get remembered for championships, and that's what we want to do. We got one, so let's try to get two."" - World Series MVP Troy Glaus",https://www.baseball-almanac.com/yearly/yr2002a.shtml,72
2002,12,← 2001 | 2002 Hitting Statistics League Leaders | 2003 →,https://www.baseball-almanac.com/yearly/yr2002a.shtml,73
2002,13,← 2001 | 2002 Pitching Statistics League Leaders | 2003 →,https://www.baseball-almanac.com/yearly/yr2002a.shtml,74
2002,14,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr2002a.shtml,76
2002,15,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr2002a.shtml,77
2002,16,The 2002 Anaheim Angels set a new Major League record for most players (they had nine) on one team with one-hundred or more hits during a single season.,https://www.baseball-almanac.com/yearly/yr2002a.shtml,78
2002,17,Did you know that Carlos Beltran of the Kansas City Royals set the American League record for most extra base hits (eighty) by a switch-hitter in 2002?,https://www.baseball-almanac.com/yearly/yr2002a.shtml,79
2002,18,"One of the longest ""streaks"" in Major League baseball belongs to the New York Yankees who through 2002 have played forty-four seasons without being held hitless during a game - the pitcher who last accomplished this feat was Hoyt Wilhelm on September 20, 1958.",https://www.baseball-almanac.com/yearly/yr2002a.shtml,80
2002,11,"""I'd rather win the World Series, but this (winning the MVP Award) is great. I'm very happy about it, very excited. I'm trying to figure out why a 38-year-old player is still playing like this. Forget the historical part about MVPs. I'm overjoyed, very happy, very pleased, especially coming off the 73-home-run year, to be able to pretty much stay consistent."" - Barry Bonds (2002)",https://www.baseball-almanac.com/yearly/yr2002n.shtml,72
2002,14,"On July 15, 2002, Chris Reitsma pitched a 2-0 complete game victory for his Cincinnati Reds - the first complete game tossed by a Reds' pitcher since July 28, 2001 (a National League record one-hundred fifty game span).",https://www.baseball-almanac.com/yearly/yr2002n.shtml,79
